product_name,application_type,profiles,version,approval_date
DS-2CD1663G2-LIZU,device,"T, S, G",V5.7.1,5/16/2023
DS-2CD1683G2-LIZSU,device,"T, S, G",V5.7.1,6/7/2023
DS-2CD1683G2-LIZU,device,"T, S, G",V5.7.1,5/16/2023
DS-2CD1723G0-IZ,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD1723G0-IZS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD1723G1-IZS,device,"S, G",V5.5.90 build 181127,12/28/2018
DS-2CD1723G2-IZ,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1723G2-IZS,device,"T, S, G",V5.7.11,3/3/2023
DS-2CD1723G2-LIZSU,device,"T, S, G",V5.7.12,9/6/2023
DS-2CD1743G0-IZ,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD1743G0-IZS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD1743G2-IZ,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1743G2-IZS,device,"T, S, G",V5.7.11,3/3/2023
DS-2CD1743G2-LIZSU,device,"T, S, G",V5.7.12,9/6/2023
DS-2CD1753G0-IZ,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD1753G0-IZS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD1763G2-LIZSU,device,"T, S, G",V5.7.1,6/7/2023
DS-2CD1763G2-LIZU,device,"T, S, G",V5.7.1,5/16/2023
DS-2CD1783G2-LIZSU,device,"T, S, G",V5.7.1,6/7/2023
DS-2CD1783G2-LIZU,device,"T, S, G",V5.7.1,5/16/2023
DS-2CD1ABCDE-XYZ,device,"T, S, G",V5.6.4 build 191224,4/16/2020
DS-2CD1H23G0-IZ,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD1H23G0-IZS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD1H23G2-IZ,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1H23G2-IZS,device,"T, S, G",V5.7.11,3/3/2023
DS-2CD1H31G0-IZ,device,"S, G",V5.5.52 build 180427,9/12/2018
DS-2CD1H41G0-IZ,device,"S, G",V5.5.52 build 180427,9/12/2018
DS-2CD1H43G0-IZ,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD1H43G0-IZS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD1H43G2-IZ,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1H43G2-IZS,device,"T, S, G",V5.7.11,3/3/2023
DS-2CD1H53G0-IZ,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD1H53G0-IZS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD1P23G2-I,device,"T, S",V5.7.10,3/3/2023
DS-2CD1P23G2-IUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1P27G2-L,device,"T, S",V5.7.10,3/3/2023
DS-2CD1P27G2-LUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1P43G2-I,device,"T, S",V5.7.10,3/3/2023
DS-2CD1P43G2-IUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1P47G2-L,device,"T, S",V5.7.10,3/3/2023
DS-2CD1P47G2-LUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1T23G0-I,device,"T, S, G",V5.7.20,4/23/2023
DS-2CD1T23G0-IUF,device,"T, S, G",V5.7.20,6/12/2023
DS-2CD1T23G2-I,device,"T, S",V5.7.11,3/5/2023
DS-2CD1T23G2-IUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1T23G2-LIU,device,"T, S",V5.7.10,2/1/2023
DS-2CD1T23G2-LIUF,device,"T, S, G",V5.7.10,1/14/2023
DS-2CD1T23G2-LIUF/SL,device,"T, S, G",V5.7.13,7/31/2023
DS-2CD1T27G0-L,device,"T, S, G",V5.7.20,4/23/2023
DS-2CD1T27G0-LUF,device,"T, S, G",V5.7.20,6/12/2023
DS-2CD1T27G2-L,device,"T, S",V5.7.10,1/18/2023
DS-2CD1T27G2-LUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1T27G2H-LIUF,device,"T, S, G",V5.7.13,7/31/2023
DS-2CD1T27G2H-LIUF/SL,device,"T, S, G",V5.8.4,6/28/2024
DS-2CD1T43G0-I,device,"T, S, G",V5.7.20,4/26/2023
DS-2CD1T43G0-IUF,device,"T, S, G",V5.7.20,6/12/2023
DS-2CD1T43G2-I,device,"T, S",V5.7.10,1/18/2023
DS-2CD1T43G2-IUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1T43G2-LIU,device,"T, S",V5.7.10,1/18/2023
DS-2CD1T43G2-LIUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1T43G2-LIUF/SL,device,"T, S, G",V5.7.13,7/31/2023
DS-2CD1T47G0-L,device,"T, S, G",V5.7.20,4/23/2023
DS-2CD1T47G0-LUF,device,"T, S, G",V5.7.20,6/12/2023
DS-2CD1T47G2-L,device,"T, S",V5.7.10,1/18/2023
DS-2CD1T47G2-LUF,device,"T, S, G",V5.7.10,1/18/2023
DS-2CD1T47G2H-LIUF,device,"T, S, G",V5.7.13,9/21/2023
DS-2CD1T47G2H-LIUF/SL,device,"T, S, G",V5.8.4,6/28/2024
DS-2CD1T57G0-L,device,"T, S, G",V5.7.20,4/23/2023
DS-2CD1T57G0-LUF,device,"T, S, G",V5.7.20,6/12/2023
DS-2CD1T63G2-LIU,device,"T, S",V5.7.3,9/7/2023
DS-2CD1T63G2-LIUF,device,"T, S, G",V5.7.3,9/7/2023
DS-2CD1T63G2-LIUF/SL,device,"T, S, G",V5.7.2,8/18/2023
DS-2CD1T67G2-L,device,"T, S",V5.7.1,5/16/2023
DS-2CD1T67G2-LUF,device,"T, S, G",V5.7.3,9/7/2023
DS-2CD1T67G2H-LIUF,device,"T, S, G",V5.7.3,10/13/2023
DS-2CD1T83G0-I,device,"T, S, G",V5.7.20,4/23/2023
DS-2CD1T83G0-IUF,device,"T, S, G",V5.7.20,6/12/2023
DS-2CD1T83G2-LIU,device,"T, S",V5.7.3,9/7/2023
DS-2CD1T83G2-LIUF,device,"T, S, G",V5.7.3,9/7/2023
DS-2CD1T83G2-LIUF/SL,device,"T, S, G",V5.7.2,8/18/2023
DS-2CD2010-I,device,"G, S",v5.3.0 build 151016,1/28/2016
DS-2CD2010F-I,device,"G, S",v5.3.0 build 151016,1/26/2016
DS-2CD2010F-IW,device,"G, S",V5.3.0 build 151016,1/26/2016
DS-2CD2012-I,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2012F-IW,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2012WD-I,device,"G, S",V5.4.0 build 160401,5/10/2016
DS-2CD2020-I,device,"G, S",V5.3.0 build 151016,1/28/2016
DS-2CD2020F-I,device,"G, S",V5.4.0 build 160401,4/14/2016
DS-2CD2021G1-I,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD2021G1-IDW,device,"T, S, G",V5.5.98 build 200318,5/16/2020
DS-2CD2021G1-IDW1,device,"T, S, G",V5.5.98 build 200318,5/16/2020
DS-2CD2022-I,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2022F-IW,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2022WD-I,device,"G, S",V5.4.0 build 160401,5/18/2016
DS-2CD2023G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2023G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2023G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2025FWD-I,device,"T, S, G",V5.6.3 build 190923,11/4/2019
DS-2CD2026G2-I,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2026G2-IU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2026G2-IU/SL,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2027G1-L,device,"T, S, G",V5.5.94 build 190902,9/7/2019
DS-2CD2027G2-L,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2027G2-LU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2031-I,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2032-I,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2032F-IW,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2032FD-IW,device,"G, S",V5.3.0 build 150513,10/2/2015
DS-2CD2041G1-IDW1(D),device,"T, S, G",V5.5.88 build 200317,3/20/2020
DS-2CD2042WD-I,device,"G, S",V5.4.0 build 160401,5/18/2016
DS-2CD2043G0-I,device,"S, G",V5.5.61 build 180718,8/9/2018
DS-2CD2043G0-I5,device,"S, G",V5.5.61 build 180718,8/9/2018
DS-2CD2043G0-I8,device,"S, G",V5.5.61 build 180718,8/9/2018
DS-2CD2043G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2043G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2045FWD-I,device,"S, G",V5.5.81 build 181106,1/7/2019
DS-2CD2045FWD-I(B),device,"T, S, G",V5.6.2 build 190701,7/10/2019
DS-2CD2046G2-I,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2046G2-IU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2046G2-IU/SL,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2047G1-L,device,"T, S, G",V5.5.84 build 190822,9/29/2019
DS-2CD2047G2-L,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2047G2-LU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2047G2-LU/SL,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2047G2H-LI,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2047G2H-LIU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2047G2H-LIU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2048G2-LIK,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2048G2-LIU,device,"T, S, G",V5.7.13,4/3/2023
DS-2CD2048G2-LIUK,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2051G1-IDW1(D),device,"T, S, G",V5.5.88 build 200317,3/20/2020
DS-2CD2052-I,device,"G, S",V5.4.0 build 160401,5/18/2016
DS-2CD2063G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2063G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2063G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2065G1-I,device,"S, G",V5.5.61 build 180718,9/9/2018
DS-2CD2066G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2066G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2066G2-IU/SL,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2067G2-L,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2067G2-LU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2067G2H-LI,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2067G2H-LIU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2067G2H-LIU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2068G2-LIU,device,"T, S, G",V5.7.13,4/3/2023
DS-2CD2083G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2083G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2083G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2083G2-LI,device,"T, S, G",V5.7.4,2/20/2024
DS-2CD2083G2-LI2U,device,"T, S, G",V5.7.4,2/20/2024
DS-2CD2085G1-I,device,"S, G",V5.5.61 build 180718,9/9/2018
DS-2CD2086G2-I,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2086G2-IU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2086G2-IU/SL,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2086G2H-I,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2086G2H-IU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2087G2-L,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2087G2-LU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2087G2H-LIU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2088G2-LIU,device,"T, S, G",V5.7.13,4/3/2023
DS-2CD2110D-I,device,"G, S",V5.4.0 build 160401,6/6/2016
DS-2CD2110F-IS,device,"G, S",V5.3.0 build 151016,1/26/2016
DS-2CD2110F-IWS,device,"G, S",V5.3.0 build 151016,1/26/2016
DS-2CD2110FD-IWS,device,"G, S",V5.4.0 build 160401,6/6/2016
DS-2CD2112-I,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2112F-IWS,device,"G, S",V5.4.0 build 160401,6/6/2016
DS-2CD2112FWD-IS,device,"G, S",V5.4.0 build 160401,5/18/2016
DS-2CD2112FWD-IW,device,"G, S",V5.4.0 build 160401,5/18/2016
DS-2CD2112FWD-IWS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2120F-I,device,"G, S",V5.4.0 build 160401,4/14/2016
DS-2CD2120F-IWS,device,"G, S",DS-2CD2120F-IWS,6/7/2016
DS-2CD2120FD-IWS,device,"G, S",V5.4.0 build 160401,6/6/2016
DS-2CD2121G0-I,device,"T, S, G",V5.7.20,1/18/2023
DS-2CD2121G0-IS,device,"T, S, G",V5.7.20,3/3/2023
DS-2CD2121G0-IW,device,"T, S, G",V5.5.98 build 200318,5/16/2020
DS-2CD2121G0-IWS,device,"T, S, G",V5.5.98 build 200318,5/16/2020
DS-2CD2121G1-IDW1,device,"T, S, G",V5.5.98 build 200318,5/16/2020
DS-2CD2122F-IWS,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2122FWD-I,device,"G, S",5.3.3,10/20/2015
DS-2CD2122FWD-IS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2122FWD-IW,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2122FWD-IWS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2123G0-I,device,"T, S, G",V5.6.0 build 190409,4/24/2019
DS-2CD2123G0-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2123G0-IU,device,"T, S, G",V5.6.1 build 190604,6/20/2019
DS-2CD2123G2-I,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2123G2-IS,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2123G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2125FHWD-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2125FWD-I,device,"S, G",V5.4.83 build 191128,2/11/2020
DS-2CD2125FWD-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2125G0-IMS,device,"S, G",V5.5.83 build 190116,1/24/2019
DS-2CD2126G1-IS,device,"T, S, G",V5.5.800 build 210628,12/29/2022
DS-2CD2126G2-I,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2126G2-IS,device,"T, S, G",V5.5.131 build 200114,3/26/2020
DS-2CD2126G2-ISU,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2127G2,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2127G2-L,device,"T, S, G",V5.5.131 build 200114,5/16/2020
DS-2CD2127G2-LSU,device,"T, S, G",V5.5.131 build 200114,5/16/2020
DS-2CD2127G2-SU,device,"T, S, G",V5.7.12,1/31/2023
DS-2CD2132-I,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2132F-IWS,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2141G1-IDW1(D),device,"T, S, G",V5.5.88 build 200317,3/20/2020
DS-2CD2142FWD-IS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2142FWD-IW,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2142FWD-IWS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2143G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2143G0-IS,device,"S, G",V5.5.61 build 180718,8/9/2018
DS-2CD2143G0-IU,device,"T, S, G",V5.6.1 build 190604,6/20/2019
DS-2CD2143G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2143G2-IS,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2143G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2145FWD-I,device,"S, G",V5.5.81 build 181106,1/7/2019
DS-2CD2145FWD-I(B),device,"T, S, G",V5.6.2 build 190701,7/10/2019
DS-2CD2145FWD-IS,device,"S, G",V5.5.82 build 181211,1/7/2019
DS-2CD2145FWD-IS(B),device,"T, S, G",V5.6.2 build 190701,7/10/2019
DS-2CD2146G2-I,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2146G2-IS,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2146G2-ISU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2147G2,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2147G2-L,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2147G2-LSU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2147G2-SU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2147G2H-LISU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2152F-I,device,"G, S",5.3.3,10/20/2015
DS-2CD2152F-IS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2152F-IW,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2152F-IWS,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2155FWD-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2163G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2163G0-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2163G0-IU,device,"T, S, G",V5.6.1 build 190604,6/20/2019
DS-2CD2163G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2163G2-IS,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2163G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2165G0-IS,device,"S, G",V5.5.61 build 180718,9/9/2018
DS-2CD2166G2-I,device,"T, S, G",V5.7.12,1/17/2023
DS-2CD2166G2-ISU,device,"T, S, G",V5.7.12,1/17/2023
DS-2CD2167G2H-LISU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2183G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2183G0-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2183G0-IU,device,"T, S, G",V5.6.1 build 190604,6/20/2019
DS-2CD2183G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2183G2-IS,device,"T, S, G",V5.7.12,2/7/2023
DS-2CD2183G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2183G2-LI,device,"T, S, G",V5.7.4,2/20/2024
DS-2CD2183G2-LIS2U,device,"T, S, G",V5.7.4,2/20/2024
DS-2CD2185FWD-IS,device,"T, S, G",V5.6.5 build 200316,5/16/2020
DS-2CD2185G0-IMS,device,"S, G",V5.5.83 build 190116,1/24/2019
DS-2CD2186G2-I,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2186G2-ISU,device,"T, S, G",V5.7.12,1/16/2023
DS-2CD2187G2-L,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2187G2-LSU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2187G2H-LISU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2212-I,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2212-I3,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2212-I5,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2232-I,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2232-I5,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2232D-I3,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2310D-I,device,"G, S",V5.4.0 build 160401,6/7/2016
DS-2CD2310FD-IS,device,"G, S",V5.4.0 build 160401,6/7/2016
DS-2CD2312-I,device,"G, S",V5.3.0 build 150513,10/5/2015
DS-2CD2312D-I,device,"G, S",V5.4.0 build 160401,6/7/2016
DS-2CD2312WD-I,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2320D-I,device,"G, S",V5.4.0 build 160401,6/7/2016
DS-2CD2320F-IS,device,"G, S",V5.4.0 build 160401,6/7/2016
DS-2CD2321G0-I/NF,device,"T, S",V5.7.20,1/18/2023
DS-2CD2322-I,device,"G, S",V5.3.0 build 150513,9/30/2015
DS-2CD2322WD-I,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2323G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2323G0-IU,device,"S, G",V5.5.83 build 190221,4/10/2019
DS-2CD2323G2-I,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2323G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2326G2-I,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2326G2-ISU/SL,device,"T, S, G",V5.7.0,7/7/2023
DS-2CD2326G2-IU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2327G1-LU,device,"S, G",V5.5.83 build 190116,1/27/2019
DS-2CD2327G2-L,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2327G2-LU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2327G3E-L,device,"S, G",V5.5.90 build 181127,12/28/2018
DS-2CD2332-I,device,"G, S",V5.3.0 build 150513,9/30/2015
DS-2CD2342WD-I,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2343G0-I,device,"S, G",V5.5.81 build 181106,3/2/2019
DS-2CD2343G0-IU,device,"S, G",V5.5.83 build 190221,4/10/2019
DS-2CD2343G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2343G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2345FDP1-I,device,"T, S, G",V5.6.4 build 191224,12/31/2019
DS-2CD2345FDP1-IS,device,"T, S, G",V5.6.4 build 191224,12/31/2019
DS-2CD2345FDP1-IW,device,"T, S, G",V5.6.4 build 191224,12/31/2019
DS-2CD2345FDP1-IWS,device,"T, S, G",V5.6.4 build 191224,12/31/2019
DS-2CD2345FWD-I,device,"S, G",V5.5.81 build 181106,1/7/2019
DS-2CD2345FWD-I(B),device,"T, S, G",V5.6.2 build 190701,7/10/2019
DS-2CD2345G0P-I,device,"T, S, G",V5.6.1 build 190604,6/23/2019
DS-2CD2346G2-I,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2346G2-ISU/SL,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2346G2-IU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2346G2H-I,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2346G2H-IU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2346G2P-ISU/SL,device,"T, S, G",V5.7.10,2/7/2023
DS-2CD2347G1-LU,device,"S, G",V5.5.83 build 190116,1/27/2019
DS-2CD2347G2-L,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2347G2-LSU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2347G2-LU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2347G2H-LISU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2347G2P-LSU/SL,device,"T, S, G",V5.7.10,2/7/2023
DS-2CD2347G3E-L,device,"T, S, G",V5.5.86 build 200331,4/1/2020
DS-2CD2347WD-L,device,"T, S, G",V5.5.110 build 191114,1/7/2020
DS-2CD2348G2-LI,device,"T, S, G",V5.7.13,4/3/2023
DS-2CD2348G2-LIK,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2348G2-LIUK,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2352-I,device,"G, S",V5.4.0 build 160401,5/21/2016
DS-2CD2363G0-I,device,"T, S, G",V5.6.4 build 191224,5/16/2020
DS-2CD2363G0-IU,device,"S, G",V5.5.83 build 190221,4/10/2019
DS-2CD2363G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2363G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2365G1-I,device,"S, G",V5.5.61 build 180718,9/12/2018
DS-2CD2366EFWDV2-IS(B),device,"T, S, G",V5.6.1 build 190604,6/23/2019
DS-2CD2366FWDV2-IS,device,"S, G",V5.5.81 build 181106,12/12/2018
DS-2CD2366FWDV2-IS(B),device,"T, S, G",V5.6.1 build 190604,6/23/2019
DS-2CD2366G2-I,device,"T, S, G",V5.7.12,1/17/2023
DS-2CD2366G2-ISU/SL,device,"T, S, G",V5.7.2,2/2/2023
DS-2CD2366G2-IU,device,"T, S, G",V5.7.12,1/17/2023
DS-2CD2366G2P-ISU/SL,device,"T, S, G",V5.7.10,2/7/2023
DS-2CD2367G2-L,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2367G2-LU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2367G2H-LI,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2367G2H-LISU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2367G2H-LIU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2367G2P-LSU/SL,device,"T, S, G",V5.7.10,2/7/2023
DS-2CD2368G2-LIU,device,"T, S, G",V5.7.13,4/3/2023
DS-2CD2383G0-I,device,"S, G",V5.5.81 build 181106,12/12/2018
DS-2CD2383G0-IU,device,"S, G",V5.5.83 build 190221,4/10/2019
DS-2CD2383G2-I,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2383G2-IU,device,"T, S, G",V5.7.12,1/18/2023
DS-2CD2383G2-LI2U,device,"T, S, G",V5.7.4,2/20/2024
DS-2CD2385G0-I,device,"S, G",V5.5.61 build 180718,9/12/2018
DS-2CD2386G2-I,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2386G2-ISU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2386G2-IU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2386G2H-I,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2386G2H-IU,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2387G2-L,device,"T, S, G",V5.7.12,1/12/2023
DS-2CD2387G2-LSU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2387G2-LU,device,"T, S, G",V5.7.12,1/13/2023
DS-2CD2387G2H-LISU/SL,device,"T, S, G",V5.7.13,6/20/2023
DS-2CD2387G2P-LSU/SL,device,"T, S, G",V5.7.10,2/7/2023
DS-2CD2388G2-LIU,device,"T, S, G",V5.7.13,4/3/2023
DS-2CD2401FD-IW,device,"G, S",V5.4.0 build 160401,6/7/2016
DS-2CD2412F-IW,device,"G, S",V5.3.0 build 150513,9/30/2015
DS-2CD2420F-I,device,"S, G",V5.4.83 build 191128,12/2/2019
DS-2CD2420F-IW,device,"S, G",V5.4.83 build 191128,12/2/2019
DS-2CD2421G0-I,device,"S, G",V5.7.20,3/3/2023
DS-2CD2421G0-IW,device,"S, G",V5.7.20,3/3/2023
DS-2CD2422F-IW,device,"G, S",V5.3.0 build 150513,9/30/2015
DS-2CD2423G0-I,device,"T, S, G",V5.6.4 build 191224,12/31/2019
DS-2CD2423G0-IW,device,"T, S, G",V5.6.4 build 191224,12/31/2019
DS-2CD2423G2-I,device,"T, S, G",V5.7.12,2/7/2023
